forecast_date,t_2m,absolute_humidity_2m,wind_speed_10m,msl_pressure,city
2023-12-26 21:00:00,3.0,5.8,2.5,1015,london
2023-12-26 22:00:00,3.0,5.8,2.3,1015,london
2023-12-26 23:00:00,3.0,5.9,2.0,1015,london
2023-12-27 00:00:00,3.1,5.9,1.7,1014,london
2023-12-27 01:00:00,3.7,6.1,2.3,1013,london
2023-12-27 02:00:00,4.3,6.3,2.9,1012,london
2023-12-27 03:00:00,4.9,6.5,3.4,1011,london
2023-12-27 04:00:00,5.5,6.7,4.0,1009,london
2023-12-27 05:00:00,6.1,6.9,4.6,1008,london
2023-12-27 06:00:00,6.7,7.1,5.1,1007,london
2023-12-27 07:00:00,7.3,7.4,5.3,1006,london
2023-12-27 08:00:00,7.9,7.6,5.5,1005,london
2023-12-27 09:00:00,8.5,7.9,5.7,1003,london
2023-12-27 10:00:00,9.1,8.2,5.9,1002,london
2023-12-27 11:00:00,9.7,8.5,6.1,1001,london
2023-12-27 12:00:00,10.3,8.8,6.3,1000,london
2023-12-27 13:00:00,10.2,8.7,6.5,998,london
2023-12-27 14:00:00,10.2,8.6,6.8,997,london
2023-12-27 15:00:00,10.1,8.5,7.0,996,london
2023-12-27 16:00:00,10.1,8.4,7.3,995,london
2023-12-27 17:00:00,10.1,8.4,7.6,993,london
2023-12-27 18:00:00,10.0,8.3,7.8,992,london
2023-12-27 19:00:00,9.5,8.1,7.3,992,london
2023-12-27 20:00:00,9.1,7.8,6.8,992,london
2023-12-27 21:00:00,8.6,7.6,6.3,992,london
2023-12-27 22:00:00,8.1,7.4,5.8,992,london
2023-12-27 23:00:00,7.7,7.2,5.2,992,london
